Regne,Categorie,Code_espece,Nom_francais,Nom_latin,Nom_anglais,Nom latin,Espèces similaires,Description,Habitat,Propagation,Présence au Québec,Exercer contrôle,Feuilles,Fleurs,Fruits ou graines,Tige,Racines,Message d'alerte,Traits,Examples,img_path,is_invasive
Flore,Plantes de milieux terrestres,PETAJ,Pétasite du Japon,Petasites japonicus,Japanese sweet coltsfoot,Petasites japonicus,"Pétasite hybride (<i>Petasites hybridus</i>), tussilage pas-d'âne (<i>Tussilago farfara</i>), bardane.","Le pétasite du Japon est une plante herbacée vivace qui peut atteindre plus de 1,5 m de hauteur. Il est encore peu répandu dans les milieux naturels du Québec. Sa croissance rapide au printemps lui permet de former des massifs monospécifiques qui font de l'ombre aux espèces indigènes. Les tiges florales apparaissent d'abord, tôt au printemps, puis des plants végétatifs se développent à la fin du moins de mai ou au début du mois de juin pour former des colonies impressionnantes. ","Le pétasite du Japon aime les sols humides. Il pousse à l'ombre mais tolère l'exposition au soleil. On peut le trouver en bordure des cours d'eau, dans les fossés, dans les canaux d'irrigation, les bordures des boisés, dans les remblais et dans d'autres habitats perturbés. ",Le pétasite du Japon est une plante horticole qui s'échappe des plates-bandes. Il peut former des colonies à partir de fragments de rhizomes jetés dans la nature. ,,,Les feuilles des tiges florales sont alternes et n'ont pas de pétiole. Elles ressemblent à des écailles et sont de forme ovale. Elles ont une extrémité arrondie et sont de couleur vert pâle. Les feuilles du plant végétatif sont de couleur vert clair. Elles peuvent avoir la forme d'un rein et mesurer jusqu'à 80 cm de large. Leur marge porte des dents irrégulières. Les feuilles sont disposées en rosettes à la base du plant et sont portées par de longs pétioles. Le dessous des feuilles a peu de poils et leur face supérieure est presque glabre. Les lobes basals sont arrondis et peuvent se recourber l'un vers l'autre.  ,"Les fleurs mâles et femelles sont séparées sur deux plants différents. La floraison a lieu en mai. Groupées en capitules, les fleurs sont entourées de bractées disposées en verticilles qui forment un involucre. Le tout ressemble à un parapluie. Les fleurs sont jaunâtres et tubulaires. L'involucre mesure de 8 à 10 mm de long. Les bractées sont vert lime ou brunâtres et ont des poils épars. ",Les fruits sont des achènes jaune brunâtre. Leur extrémité a des poils. ,"Les tiges florales mesurent entre 15 et 40 cm de haut et sont de couleur vert pâle. Les plants végétatifs n'ont pas de tige. Les feuilles sont portées par des pétioles qui peuvent mesurer jusqu'à 1,5 m de haut.  ",Le système racinaire est composé d'un imposant réseau de rhizomes. ,,"['Gentle giant', 'Confident', 'Secluded', 'Independent', 'Subtle charm']","[f'Hey! I\'m your friendly Petasite japonicus, here!', 'Wow, that\'s a tall one over there! Hey, bud, how\'s it growing?', 'I\'d love to blend in with the crowd, but can\'t help my impressive size!', 'Shy flowers say hello from behind their little umbrellas...', 'Explore, explore, send out the rhizomes! Find new friends!']",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,RENFI,Renoncule ficaire,"Ficaria verna,Lesser celandine", fig buttercup,Ficaria verna,"Le populage des marais (<i>Caltha palustris</i>) peut être confondu avec la renoncule ficaire. Les fleurs de la renoncule ficaire ont 3 sépales verdâtres et des pétales jaunes, alors que celles du populage des marais ne sont constituées que de 5 sépales jaunes.",La renoncule ficaire est une petite plante herbacée vivace d’une hauteur de 10 à 30 cm. Il s’agit d’une plante printanière. Ses tiges et ses feuilles sont visibles d’avril à juin et se flétrissent ensuite.,"Elle pousse dans les boisés de feuillus, les milieux ouverts et riverains et les plaines inondables. Elle préfère les sols humides et se retrouve souvent près des lieux habités où elle a été utilisée comme plante ornementale.","Elle se multiplie par ses graines et de façon végétative grâce aux tubercules et aux bulbilles. Les tubercules peuvent être transportés ailleurs, comme lorsque le sol est perturbé par la crue des eaux ou par un engin. Les sous-espèces qui produisent des bulbilles le font en abondance. Lorsqu’elles tombent au sol, elles peuvent s’enraciner pour former un nouvel individu ou être disséminées par l’eau en milieu riverain. Cette plante peut former un vaste tapis et avoir une densité très élevée. La diversité des plantes est alors diminuée.",,,"L’espèce possède des feuilles vertes, simples, qui poussent en touffe. De plus, elles sont en forme de cœur.","Les fleurs sont jaunes, habituellement formées de 7 à 13 pétales, et sont portées individuellement sur une tige qui s’élève au-dessus des feuilles. La floraison a lieu en avril et en mai.",Les fruits sont des akènes et les graines ont une viabilité variable. Elles sont souvent stériles. Il existe plusieurs sous-espèces de renoncule ficaire et certaines d’entre elles produisent des bulbilles. Ce sont des sphères de couleur crème situées à l’insertion des feuilles sur la tige.,"La tige est blanchâtre à la base, parfois violette, glabre, et elle se ramifie en quelques branches.","L’espèce possède de fines racines blanchâtres, ramifiées. Certaines racines forment des tubercules.",,"['Unassuming', 'Springtime Cheer', 'Attentive Listener', 'Private Resider', 'Adaptable Friend', 'Gentle Presence']","[f'Hey! I\'m a Renoncule, a shy guy who loves a good listen.']

[f'Woah, spring has sprung, and so have I! Time to shine, buttercup!']

[f'Heart-shaped leaves here, ready to hear all your secrets. Shhhh...']

[f'I\'m a bit of a loner, but I\'ll be your forest friend! Just don\'t step on me.']

[f'Hey pal, want to take a walk through the woods? I know all the best hiding spots.']

[f'Adaptable as ever, I can chat about anything! Just whisper, and I\'ll respond.']

[f'Time to bloom away, buttercup!']",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,RENOB,Renouée de Bohème,Reynoutria ×bohemica,Bohemian knotweed,Reynoutria xbohemica,Renouée du Japon (<i>Reynoutria japonica</i>) et renouée de Sakhaline (<i>Reynoutria sachalinensis</i>),La renouée de Bohème est un hybride de la renouée du Japon et de la renouée de Sakhaline. C'est une plante herbacée vivace qui peut atteindre une hauteur de 2 à 3 m. ,"La renouée de Bohème pousse dans les sols humides, en bordure des plans d'eau, sur les plages, dans les fossés, dans les canaux d'irrigation, dans les remblais et dans d'autres habitats perturbés. ","La renouée de Bohème se propage principalement par ses rhizomes. Des fragments de tiges et de rhizomes peuvent être transportés par l'eau, par le vent et par les activités humaines. ",,,Les feuilles sont peltées ou cordiforme. Elles sont alternes et leur extrémité est pointue et allongée. Elles peuvent mesurer jusqu'à 25 cm de long par 20 cm de large. Le dessous des feuilles porte des poils courts et larges. ,Les fleurs sont blanchâtres ou verdâtres. Elles sont réunies en grappes. Les grappes de fleurs ont la même taille que les feuilles qui poussent près d'elles. La floraison a lieu de juillet à septembre. ,"La renouée de Bohème produit peu de graines au Québec. Les fruits sont ailés, petits et noirs. Ils ont un aspect brillant. ",Les tiges sont brun rougeâtre ou verdâtre. Elles sont robustes et creuses. Elles demeurent debout lorsqu'elles sont mortes. ,Le système racinaire est composé d'un imposant réseau de rhizomes qui peuvent atteindre plus de 2 m de profondeur. ,,"['Tall', 'Adventurous', 'Elegant', 'Resilient', 'Independent', 'Mysterious']","[f'Hey! I\'m a tall and adventurous plant, you know?', 'Wow, look at me! I\'m a real elegant guy!', 'I\'m so resilient, baby! Can\'t stop me :P', 'I prefer to keep to myself...', 'Ooh, fruits? I hardly ever show them!', 'You wanna go for a swim? I know some great beaches!']",images/reference/reynoutria_bohemica.jpg,True
Flore,Plantes de milieux terrestres,RENOS,Renouée de Sakhaline,Reynoutria sachalinensis,Giant knotweed,Reynoutria sachalinensis,Renouée du Japon (<i>Reynoutria japonica</i>) et renouée de Bohème (<i>Reynoutria xbohemica</i>),La renouée de Sakhaline est une plante herbacée vivace qui peut atteindre une hauteur de 2 à 4 m. ,"La renouée de Sakhaline pousse dans les sols secs, dans les prairies, en bordure des routes et des fourrés, dans les fossés, dans les remblais et dans d'autres habitats perturbés. ","La renouée de Sakhaline se propage par ses rhizomes. Des fragments de tiges et de rhizomes peuvent être transportés par l'eau, par le vent et par les activités humaines. ",,,Les feuilles ont la forme d'un coeur ou d'une oreille d'éléphant. Elles sont alternes. Elles peuvent mesurer de 15 à 40 cm de long par 10 à 28 cm de large. Le dessous des feuilles porte des poils longs. ,Les fleurs sont blanchâtres ou verdâtres. Elles sont réunies en grappes près de la tige. Les grappes de fleurs sont de plus petite taille que les feuilles qui poussent près d'elles. La floraison a lieu de juillet à septembre. ,"Les fruits sont ailés, petits et noirs. Ils ont un aspect brillant. ",Les tiges sont vert pâle et lisses. Les noeuds sont rougeâtres. Les tiges sont robustes et creuses. Elles demeurent debout lorsqu'elles sont mortes. ,Le système racinaire est composé d'un imposant réseau de rhizomes qui peuvent atteindre plus de 2 m de profondeur.,,"['Lone Wolf', 'Showy', 'Mysterious', 'Resilient']","[f'Hey! I\'m a tall and confident Renouée de Sakhaline, so watch out!', 'Woah, those are some heart-shaped leaves! I\'m a real looker!', 'My roots go way down deep, so there\'s a lot you don\'t know about me!', 'I can grow in most places, so I\'m a real go-getter!']",images/reference/reynoutria_sachalinensis.jpg,True
Flore,Plantes de milieux terrestres,RENOJ,Renouée du Japon,Reynoutria japonica var. japonica,Japanese knotweed,Reynoutria japonica,Renouée de Bohème (<i>Reynoutria xbohemica</i>) et renouée de Sakhaline (<i>Reynoutria sachalinensis</i>),La renouée du Japon est une plante herbacée vivace qui peut atteindre 4 m de hauteur. Elle pousse tôt au printemps et sa croissance rapide lui permet de former des massifs monospécifiques qui créent de l'ombrage aux espèces indigènes. Son système racinaire libèrerait des toxines qui empêchent la croissance des autres espèces. ,"La renouée du Japon pousse dans les milieux à sol humide, en bordure des plans d'eau, sur les plages, dans les fossés, dans les canaux d'irrigation, dans les remblais et autres habitats perturbés. Elle tolère des conditions difficiles telles que des températures élevées, des salinités élevées, des sécheresses et des inondations.","La renouée du Japon se propage par ses rhizomes et par ses graines. Les fragments de tiges, de rhizomes et les graines peuvent être transportés par l'eau ou le vent ainsi que par les activités humaines. ",Oui,,"Les feuilles sont larges et triangulaires ou ont la forme d'un oeuf. Leur extrémité est pointue alors que la base est carrée. Les feuilles sont alternes et sont munies d'une gaine membraneuse, ou ochréa, à leur base qui entoure la tige. Elles mesurent  de 7 à 15 cm de long par 5-12 cm de large. Les pétioles sont rougeâtres.",Les fleurs sont petites et ont la forme d'une goutte d'eau. Elles sont blanchâtres et sont réunies en grappes. Les fleurs mâles et femelles sont séparées sur deux plants différents. La floraison a lieu de juillet à septembre. ,"Rapidement après la floraison, de petits fruits ailés sont formés. Les graines ont un aspect brillant et mesurent 0,3 cm de long.","Les tiges de la renouée du Japon ressemblent à des tiges de bambou. Elles sont rondes, creuses et ont diamètre de 1-2 cm. Les tiges peuvent être simples ou ramifiées. Elles portent des taches rouge-violet. Les tiges sont renflées à la jonction des feuilles.",Le système racinaire est composé d'un imposant réseau de rhizomes pouvant atteindre plus de 2 m de profondeur. ,,"['Assertive', 'Adventurous', 'Resilient', 'Unique', 'Quick']","[f'Hey! I\'m your friendly Renouée du Japon, the assertive one over here!',
'Woah, slow down! That\'s a crazy growth spurt!',
'You know what? I can handle the heat, the cold, and everything in between!',
'My leaves are triiiiangular! And don\'t forget about my super rhizomes!',
'Bang on! Here\'s a quick solution to your problem...']",images/reference/reynoutria_japonica.jpg,True
Flore,Plantes de milieux terrestres,TOPI,Topinambour,Helianthus tuberosus,Jerusalem artichoke,Helianthus tuberosus,Hélianthe à belles fleurs (<i>Helianthus xlaetiflorus</i>)  ,Le topinambour est une plante herbacée vivace à rhizome charnu introduite au Québec à des fins alimentaires et horticoles. Il s'échappe des cultures et forme des massifs denses qui peuvent atteindre plus de 2 m de hauteur. ,Le topinambour aime les sols sablonneux ou limoneux humides et riches en nutriments que l'on trouve notamment le long des cours d'eau. Il a besoin d'une exposition directe au soleil et il pousse difficilement à l'ombre. Le topinambour peut coloniser les fossés et les terrains perturbés. Il tolère de courtes périodes d'inondation et la sécheresse.  ,"Le topinambour se propage surtout de manière végétative. Il s'échappe des cultures et est introduit dans les milieux naturels ou perturbés lorsque des fragments de son système racinaire, plus particulièrement des fragments de tubercules, sont jetés dans la nature. Le topinambour produit des composés phytotoxiques qui empêchent la croissance des autres plantes. ",,,"Les feuilles sont ovées et oblongues. Elles peuvent mesurer jusqu'à 25 cm de long et 12 cm de large. La disposition des feuilles est opposée ou verticillée en groupes de 3 à la base de la tige, alors qu'elle devient alterne à son extrémité supérieure. Les feuilles sont épaisses et leur marge peut être dentée ou entière. La face inférieure des feuilles est velue et leur face supérieure est rugueuse. Les nervures de la feuille sont proéminentes. Le pétiole est ailé et mesure de 2 à 4 cm.    ","De 3 à 15 fleurs peuvent être produites au sommet de chaque plant de topinambour. Les fleurs sont des capitules qui peuvent atteindre 8 cm de diamètre. Elles sont composées de 10 à 20 pétales jaunes entourant un disque orange pâle. Un involucre de bractées lancéolées, longues et acuminées est présent sous la fleur. Les bractées mesurent de 15 à 17 mm de long par 4 mm de large. Elles sont noirâtres et leur pointe est recourbée vers l'extérieur. Le réceptacle est plat. Des fleurons bisexués à corolle tubulaire jaune mesurant de 6 à 7 mm de long sont insérés dans le réceptacle.",Les fruits sont des akènes oblongs de 5 à 7 mm de long. Ils sont brunâtres et arborent des rayures sombres. Ils sont aplatis sur les côtés et portent deux écailles hérissées à leur extrémité.  ,La tige mesure de 1 à 2 m et peut parfois atteindre 3 m de hauteur. Elle est hirsute ou fortement pubescente. La tige est ramifiée dans sa moitié supérieure. ,"Le topinambour produit des racines adventives fibreuses et des stolons qui s'épaississent pour former des tubercules ellipsoïdaux ou globuleux. Les tubercules mesurent de 2 à 8 cm de long par 3 à 6 cm de large. Ils sont blanchâtres, jaunes, rouges ou violets. ",,"['Strong', 'Confident', 'Social', 'Intimidating', 'Adaptable', 'Sunny', 'Tall', 'Resilient']","[f'Wow! Hey there, it''s me, Toppy the mighty Topinambour!'] , [f'Sun's out, and so am I! Time to shine!] , [f'Hey pal, watch out! Don''t get too close, I might toxic you with my phytochemicals!'] , [f'I''m a tall and mighty presence in the room! Fear me not, but admire me from a distance.'] , [f'Floods or droughts, bring it on! I''m a survivor!']",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,VALO,Valériane officinale,Valeriana officinalis,Common valerian,Valeriana officinalis,"Valériane dioïque (<i>Valeriana dioica</i>). Certains peuvent confondre la valériane officinale avec des plantes de la famille des Apiacées telles que la carotte sauvage, la berce du Caucase, la berce commune et la berce laineuse. ","La valériane officinale est une plante herbacée vivace très odorante qui peut atteindre une hauteur de 1,5 m. Elle a été cultivée pour ses vertus médicinales et s'est échappée des jardins.","La valériane officinale pousse dans les bois humides, le long des routes et des voies ferrées, dans les bandes riveraines, dans les milieux ouverts et perturbés, mais aussi dans les prairies humides et les fens. Elle tolère les sols plus secs et un certain ombrage.","La valériane officinale s'échappe des jardins et est parfois éliminée dans les milieux naturels où elle se propage rapidement grâce à ses graines plumeuses, à ses stolons et à ses rhizomes. ",,,Les feuilles sont de couleur vert clair et leur disposition sur la tige est opposée. Elles sont pinnatiséquées et comportent de 5 à 25 folioles. La marge des folioles peut être dentée et leur face inférieure porte souvent des poils. Les feuilles sont plus abondantes à la base de la tige et la longueur de leur pétiole diminue vers le sommet de la tige.  ,"Les fleurs sont blanches ou roses et très odorantes. Chacune des fleurs est portée par une tige unique formant une cyme, puis elles se groupent en corymbes. Les fleurs mesurent 4 mm de long. Leur calice a des divisions plumeuses alors que la corolle est divisée en 5 lobes. La floraison a lieu de juin à août. ","Les fruits sont comprimés latéralement et portent des côtes. Ils sont glabres et de forme lancéolée ou oblongue. Ils mesurent de 3 à 5 mm de long. Les graines portent des poils qui ressemblent à des plumes, ce qui leur permet d'être portés par le vent. ","La tige est robuste et mesure de 0,6 à 1,5 m de hauteur. Elle porte des poils, surtout aux nœuds. Elle est fistuleuse et striée. La plante produit des stolons. ",Le système racinaire de la valériane officinale comporte des racines fibreuses et des rhizomes.    ,,"['Tall', 'Fragrant', 'Explorative', 'Adaptable', 'Robust']","[""Wow! Tall me about it! I'm a towering 1.5m!"",""Hey, hey! Sniff this! My flowers smell oh-so-sweet!"",""Look at my feathery seeds go! Zooming off into the world!"",""I'm a chameleon! Woods, roads, you name it--I fit right in!"",""Tough and hardy, baby! I can handle all sorts of tricky soils!""]",images/reference/question_mark.jpg,True
Flore,Plantes émergentes,ALPIS,Alpiste roseau,Phalaris arundinacea,Reed canary grass,Phalaris arundinacea,La calamagrostide du Canada (<i>Calamagrostis canadensis</i>) et le roseau commun (<i>Phragmites australis</i>) avant sa floraison. ,"Deux écotypes de l'alpiste roseau pratiquement impossible à distinguer existent au Québec : l'un est indigène et l'autre, qui provient d'Eurasie, est envahissant. L'alpiste roseau est une plante vivace qui peut mesurer de 0,6 à 2,7 m de haut. Il forme des colonies monospécifiques denses qui peuvent dominer les milieux humides.","L'alpiste roseau est une plante des milieux humides. Il peut coloniser les emprises des routes, les fossés, les canaux, les digues, les marais et les prés humides. ",La plante se propage par ses rhizomes et ses graines et peut s'échapper des jardins d'eau et des aménagements paysagers.  ,,,"Les feuilles de l'alpiste roseau sont longues et s'amincissent graduellement vers leur extrémité. Elles sont aplaties et leur texture est rugueuse. Leur largeur varie entre 0,5 et 2 cm alors que leur longueur varie entre 9 et 25 cm. La couleur des feuilles peut varier du vert pâle ou jaune paille. La ligule, présente à la jonction des feuilles et de la tige, est transparente, mince et membraneuse. ","Les fleurs sont disposées en panicules denses et ramifiées qui peuvent mesurer de 5 à 20 cm de long. Elles émergent de la tige, bien au-dessus des feuilles. Les panicules immatures sont compactes et ressemblent à des pointes. À maturité, elles s'ouvrent et deviennent étalées. Leur couleur initiale est un vert-pourpre, puis elles deviennent beiges. Les épillets qui forment les panicules contiennent trois fleurons dont deux sont réduits, linéaires et infertiles. Les lemmes des fleurons stériles mesurent environ 1 mm de long, tandis que ceux des fleurons fertiles sont de 3 à 4,5 mm de long. Les glumes sont fortement compressées et sans ailes.",,"Les tiges sont solides, souvent creuses, sans poils, et leur diamètre peut atteindre 1 cm. Leur extrémité est rougeâtre. L'alpiste roseau produit des tiges souterraines ou « rhizomes ».",Les racines forment des amas denses. ,,"['Assertive', 'Adaptable', 'Social', 'Vibrant', 'Tall', 'Dominant']","[f'Hey! I\'m the Reed Canary Grass, a super confident plant, you know?', 'Wow, this wet marsh is my favorite hangout spot! I just love dominating the scene here!', ""I'm so tall and awesome! You can't miss me!"", 'Hey pal, need some help? My solid stems are always ready to lend a hand!', 'Time to shine! My vibrant leaves make every day brighter!']",images/reference/question_mark.jpg,True
Flore,Plantes émergentes,BUTOM,Butome à ombelle,Butomus umbellatus,Flowering-rush,Butomus umbellatus,"Rubaniers (<i>Sparganium</i> sp.), sagittaires (<i>Sagittaria</i> sp.) et vallisnérie d'Amérique (Vallisneria americana).","Plante vivace des milieux aquatiques et humides qui peut pousser sous forme émergente le long des berges ou submergée dans les lacs et les rivières. Avant sa floraison, qui a lieu à la fin de l'été et qui dure jusqu'à l'automne, le butome à ombelle peut passer inaperçu parmi les autres plantes des milieux humides.   ","Le butome à ombelle pousse dans les eaux peu profondes et à débit lent, sur les rives, dans les milieux humides, les fossés, les marais, les lacs ou les cours d'eau. Il ne tolère pas l'ombre. ","Le butome à ombelle s'échappe des jardins d'eau pour coloniser les milieux naturels. Il se propage grâce à ses rhizomes, à ses graines et à ses bulbilles, qui peuvent être transportés par le courant ou par les plaisanciers et leur matériel.  ",,,"Les feuilles, émergentes, sont rigides, triangulaires et vertes. Elles sont attachées aux rhizomes par leur base. Leur portion émergente peut atteindre une hauteur de 1 m, alors que leur largeur est de 5 à 10 mm. L'extrémité des feuilles peut être spiralée. Les nervures sont parallèles. Les feuilles submergées sont molles et d'aspect rubané. ","Les fleurs sont de couleur blanche, rose pâle ou pourpre. Elles sont groupées en ombelles à l'extrémité d’une longue tige. Elles sont composées de 3 pétales, de 3 sépales, de 9 étamines et de 9 pistils. Elles ont un diamètre de 2,5 cm et n'apparaissent que sur les plants émergents. ","Les fruits sont bruns, disposés en spirales et remplis de centaines de petites graines viables. Ils peuvent aussi être complètement vides. Le butome à ombelle produit des bulbilles qui sont des propagules végétatives formées sur les inflorescences ou sur les rhizomes. Les bulbilles peuvent former de nouveaux plants.  ",,,,"['Aquatic Charmer', 'Sunny Disposition', 'Strong and Silent', 'Family Focused', 'Elegant', 'Perennial Survivor']","[f'Hey! I\'m a chatty flowering rush! My name\'s Butome, nice to meet ya!', 'Sunlight is my jam! It makes me all cheerful and perky :)', 'Don\'t be fooled by my quiet type. I\'ve got lots of strength and smarts, hidden beneath the surface!', 'Got a big family and we stick together like rhizomes underground!', 'I\'m so sleek and slim, you won\'t believe it!  A whole meter long, woohoo!', 'You\'ll see me bloom year after year, a true survivor!']",images/reference/question_mark.jpg,True
Flore,Plantes émergentes,GLYCE,Glycérie aquatique,Glyceria maxima,Rough mannagrass,Glyceria maxima,"La <b>glycérie aquatique</b> se distingue des autres espèces principalement par sa grande taille (1 à 2,5 m de hauteur) et par la gaine de ses feuilles qui est rugueuse. La <b>glycérie géante</b> (<i>Glyceria grandis</i>) lui ressemble, mais sa taille est plus petite (1 à 1,5 m de hauteur) et la gaine de ses feuilles est lisse.","Plante émergente vivace formant de grandes colonies dans les milieux humides. Les plants peuvent atteindre 2,5 m de hauteur. ","La glycérie aquatique pousse dans les milieux humides, les marécages, les dépressions humides, les fossés et les sites perturbés mal drainés. ",La plante se propage végétativement par la fragmentation de son système racinaire. Sa reproduction sexuée est peu documentée en Amérique du Nord. Sa production de graines viables serait faible. ,,,"Les feuilles sont vertes, aplaties ou légèrement refermées. Elles peuvent mesurer 2 cm de large et de 30 à 60 cm de long. Les feuilles sont faiblement cannelées et ont une nervure médiane saillante. L'extrémité des feuilles est pointue et leur marge porte des poils courts et rigides. La gaine foliaire a une texture rugueuse et porte une bande d'un brun rougeâtre au point de jonction avec la feuille. La ligule mesure de 1,2 à 6 mm de haut et son extrémité est obtuse. Les ligules des feuilles inférieures sont épaisses, rigides et opaques. Les ligules des feuilles supérieures sont plus minces et translucides. ","Les inflorescences sont des panicules d'épillets. Elles ont une coloration purpurine facile à distinguer au loin. Les panicules sont ouverts et très ramifiés. Les ramifications sont couvertes de poils courts et rigides, similaires à ceux qu'on observe sur la marge des feuilles. La panicule peut mesurer entre 15 et 45 cm de long et atteindre 30 cm de large.  Les épillets sont pédicellés et mesurent entre 5 et 12 mm de long et entre 2 et 3,5 cm de large. Ils sont de forme ovale et sont comprimés latéralement. Les épillets sont composés de 4 à 10 fleurs. Les glumes sont en forme de glissières. Elles sont inégales et n'ont qu'une nervure. La glumelle inférieure ou lemma, est obtuse et ovale. Elle a 7 nervures très saillantes et scabres. Elle mesure de 3 à 4 mm de long. La glumelle supérieure ou paléa, a la même longueur que la glumelle inférieure et elle est légèrement bifide. Elle est cillée et son extrémité n'est pas très incurvée. La floraison a lieu de juillet à septembre. ","Les fruits sont des caryopses. Ils mesurent entre 1,5 et 2 mm de long. ",Les tiges sont robustes et dressées. Elles mesurent entre 60 et 250 cm. Leur épaisseur varie entre 2 et 12 mm. ,La glycérie aquatique a un réseau de rhizomes très développé.,,"['Confident', 'Tough', 'Social', 'Calm', 'Detailed', 'Piercing', 'Persistent']","[f'Hey! I\'m your friendly neighborhood Glyceria. Tall and confident, so you can\'t miss me!',
 'Woah, slow down there, buddy! I prefer taking my time and observing carefully.',
 'Look at my gorgeous purple inflorescences! They\'re a sight to behold, aren\'t they?',
 'I\'m a real people person, or should I say, plant person! Love making friends and forming my own colony.',
 'Hey, no need to get rough! I\'ve got a big heart, but cross me and you\'ll see my sharp side.']",images/reference/question_mark.jpg,True
Flore,Plantes émergentes,IRISF,Iris faux-acore,Iris pseudacorus,Yellow iris,Iris pseudacorus,"Seule espèce d'iris à fleurs jaunes et de grande taille, l'iris faux-acore peut toutefois être confondu avec l'iris versicolore (<i>Iris versicolor</i>) lorsqu'il ne porte pas de fleurs. La taille des feuilles de l'iris versicolore ne dépasse toutefois pas 80 cm et ses rhizomes sont blanc ou rose pâle.","Plante émergente vivace qui mesure de 40 à 100 cm en moyenne, mais qui peut atteindre plus de 2 m de haut.  ","L'iris faux-acore pousse dans les milieux humides, dans les eaux peu profondes et sur les berges des cours d'eau, des étangs et des lacs.","Introduit comme plante ornementale, l'iris faux-acore est propagé par le rejet dans la nature de fragments et de restes de la plante par les horticulteurs. Il se propage par ses rhizomes et ses graines qui peuvent être transportés par le courant ou par les plaisanciers et leur équipement. ",,,"Les feuilles sont longues (40 à 100 cm), larges (2 à 3 cm), aplaties et ont la forme d'une épée. Elles sont de couleur vert foncé. L'extrémité des feuilles est pointue et peut être repliée vers le bas. Leur largeur peut atteindre de 2 à 3 cm. Les nervures sont parallèles et la nervure centrale est surélevée. Les feuilles émergent des rhizomes.","Les tiges florales peuvent mesurer de 70 cm à 1,5 m. Chacune porte 2 ou 3 fleurs d'un jaune brillant ou pâle. Les fleurs sont composées de 3 petits pétales érigés mesurant de 3 à 4 cm et de 3 grands sépales retombants mesurant de 7 à 9 cm. Les sépales sont ornés de petites veines pourpres. La floraison a lieu en juin et en juillet.","Les fruits sont des capsules allongées (4 à 8 cm) de 5 à 8 mm de diamètre, divisées en trois loges, qui contiennent des graines aplaties et brunes à maturité. Les capsules et les graines peuvent flotter lorsqu'elles sont détachées de la plante.",La plante ne produit pas de tiges à l'exception des tiges florales et des rhizomes. Les rhizomes sont rosâtres et ramifiés. Ils ont un diamètre de 1 à 4 cm et peuvent porter les restes de feuilles mortes. ,"Le système racinaire, composé de rhizomes de couleur rose, peut mesurer jusqu'à 30 cm de long.",,"['Vibrant', 'Confident', 'Social', 'Adventurous', 'Resilient']","[f'Hey! I\'m your friendly Iris faux-acore, tall and vibrant as ever!', 'Wow, look at me! I\'m a real attention seeker, aren\'t I?', 'Hey, horti-friends, let\'s spread some cheer! Time to propagate!', 'I\'m so adventurous. Love hanging by the wetlands, but watch out - I might just spring up unexpectedly!', 'Don\'t worry, I\'m here to stay! My rhizomes go places.']",images/reference/question_mark.jpg,True
